period,series_id,measure,cpi_category,geography,unit,series_type,data_type,value,source_file
2025-04-01,A130393202C,Index Numbers,Bread,Australia,Index Numbers,Original,INDEX,100.83,640103.xlsx
2025-05-01,A130393202C,Index Numbers,Bread,Australia,Index Numbers,Original,INDEX,100.37,640103.xlsx
2025-06-01,A130393202C,Index Numbers,Bread,Australia,Index Numbers,Original,INDEX,100.03,640103.xlsx
2025-07-01,A130393202C,Index Numbers,Bread,Australia,Index Numbers,Original,INDEX,100.14,640103.xlsx
2025-08-01,A130393202C,Index Numbers,Bread,Australia,Index Numbers,Original,INDEX,100.09,640103.xlsx
2025-09-01,A130393202C,Index Numbers,Bread,Australia,Index Numbers,Original,INDEX,100.0,640103.xlsx
2025-10-01,A130393202C,Index Numbers,Bread,Australia,Index Numbers,Original,INDEX,100.49,640103.xlsx
2025-11-01,A130393202C,Index Numbers,Bread,Australia,Index Numbers,Original,INDEX,100.84,640103.xlsx
2025-12-01,A130393202C,Index Numbers,Bread,Australia,Index Numbers,Original,INDEX,101.31,640103.xlsx
2026-01-01,A130393202C,Index Numbers,Bread,Australia,Index Numbers,Original,INDEX,101.65,640103.xlsx
2026-02-01,A130393202C,Index Numbers,Bread,Australia,Index Numbers,Original,INDEX,101.68,640103.xlsx
2017-09-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,74.05,640103.xlsx
2017-10-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,74.52,640103.xlsx
2017-11-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,74.87,640103.xlsx
2017-12-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,74.56,640103.xlsx
2018-01-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,75.66,640103.xlsx
2018-02-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,74.41,640103.xlsx
2018-03-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,74.61,640103.xlsx
2018-04-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,74.5,640103.xlsx
2018-05-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,73.67,640103.xlsx
2018-06-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,73.56,640103.xlsx
2018-07-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,74.22,640103.xlsx
2018-08-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,73.51,640103.xlsx
2018-09-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,73.75,640103.xlsx
2018-10-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,74.71,640103.xlsx
2018-11-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,74.4,640103.xlsx
2018-12-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,74.34,640103.xlsx
2019-01-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,75.28,640103.xlsx
2019-02-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,75.39,640103.xlsx
2019-03-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,75.19,640103.xlsx
2019-04-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,75.14,640103.xlsx
2019-05-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,74.5,640103.xlsx
2019-06-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,76.11,640103.xlsx
2019-07-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,75.55,640103.xlsx
2019-08-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,77.4,640103.xlsx
2019-09-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,77.7,640103.xlsx
2019-10-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,77.89,640103.xlsx
2019-11-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,78.35,640103.xlsx
2019-12-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,78.67,640103.xlsx
2020-01-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,79.02,640103.xlsx
2020-02-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,78.28,640103.xlsx
2020-03-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,80.49,640103.xlsx
2020-04-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,81.36,640103.xlsx
2020-05-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,79.23,640103.xlsx
2020-06-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,78.91,640103.xlsx
2020-07-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,77.46,640103.xlsx
2020-08-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,78.61,640103.xlsx
2020-09-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,78.34,640103.xlsx
2020-10-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,78.8,640103.xlsx
2020-11-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,78.78,640103.xlsx
2020-12-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,78.03,640103.xlsx
2021-01-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,79.75,640103.xlsx
2021-02-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,79.91,640103.xlsx
2021-03-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,79.31,640103.xlsx
2021-04-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,79.25,640103.xlsx
2021-05-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,79.75,640103.xlsx
2021-06-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,79.13,640103.xlsx
2021-07-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,78.79,640103.xlsx
2021-08-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,79.47,640103.xlsx
2021-09-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,78.59,640103.xlsx
2021-10-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,79.47,640103.xlsx
2021-11-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,80.23,640103.xlsx
2021-12-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,80.66,640103.xlsx
2022-01-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,81.53,640103.xlsx
2022-02-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,81.19,640103.xlsx
2022-03-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,81.21,640103.xlsx
2022-04-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,81.83,640103.xlsx
2022-05-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,82.15,640103.xlsx
2022-06-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,83.43,640103.xlsx
2022-07-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,84.18,640103.xlsx
2022-08-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,85.67,640103.xlsx
2022-09-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,86.45,640103.xlsx
2022-10-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,88.05,640103.xlsx
2022-11-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,88.28,640103.xlsx
2022-12-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,89.73,640103.xlsx
2023-01-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,89.85,640103.xlsx
2023-02-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,90.05,640103.xlsx
2023-03-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,89.79,640103.xlsx
2023-04-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,91.52,640103.xlsx
2023-05-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,91.75,640103.xlsx
2023-06-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,90.81,640103.xlsx
2023-07-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,90.88,640103.xlsx
2023-08-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,94.16,640103.xlsx
2023-09-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,94.53,640103.xlsx
2023-10-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,95.17,640103.xlsx
2023-11-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,95.43,640103.xlsx
2023-12-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,96.42,640103.xlsx
2024-01-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,96.8,640103.xlsx
2024-02-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,96.03,640103.xlsx
2024-03-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,97.15,640103.xlsx
2024-04-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,96.07,640103.xlsx
2024-05-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,96.39,640103.xlsx
2024-06-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,95.74,640103.xlsx
2024-07-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,97.33,640103.xlsx
2024-08-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,97.18,640103.xlsx
2024-09-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,96.97,640103.xlsx
2024-10-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,99.53,640103.xlsx
2024-11-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,99.31,640103.xlsx
2024-12-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,98.84,640103.xlsx
2025-01-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,100.8,640103.xlsx
2025-02-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,98.72,640103.xlsx
2025-03-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,99.94,640103.xlsx
2025-04-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,99.94,640103.xlsx
2025-05-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,99.08,640103.xlsx
2025-06-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,99.31,640103.xlsx
2025-07-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,100.81,640103.xlsx
2025-08-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,100.75,640103.xlsx
2025-09-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,100.0,640103.xlsx
2025-10-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,100.1,640103.xlsx
2025-11-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,100.83,640103.xlsx
2025-12-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,101.17,640103.xlsx
2026-01-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,102.62,640103.xlsx
2026-02-01,A130399324K,Index Numbers,Cakes and biscuits,Australia,Index Numbers,Original,INDEX,99.93,640103.xlsx
2017-09-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,72.89,640103.xlsx
2017-10-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,71.86,640103.xlsx
2017-11-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,73.61,640103.xlsx
2017-12-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,76.47,640103.xlsx
2018-01-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,73.46,640103.xlsx
2018-02-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,73.31,640103.xlsx
2018-03-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,71.81,640103.xlsx
2018-04-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,71.75,640103.xlsx
2018-05-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,72.59,640103.xlsx
2018-06-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,72.75,640103.xlsx
2018-07-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,71.55,640103.xlsx
2018-08-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,72.81,640103.xlsx
2018-09-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,73.59,640103.xlsx
2018-10-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,74.22,640103.xlsx
2018-11-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,75.16,640103.xlsx
2018-12-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,76.87,640103.xlsx
2019-01-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,75.5,640103.xlsx
2019-02-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,75.75,640103.xlsx
2019-03-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,77.18,640103.xlsx
2019-04-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,77.47,640103.xlsx
2019-05-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,74.83,640103.xlsx
2019-06-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,74.8,640103.xlsx
2019-07-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,77.65,640103.xlsx
2019-08-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,79.24,640103.xlsx
2019-09-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,77.95,640103.xlsx
2019-10-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,77.3,640103.xlsx
2019-11-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,79.09,640103.xlsx
2019-12-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,81.05,640103.xlsx
2020-01-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,80.36,640103.xlsx
2020-02-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,80.65,640103.xlsx
2020-03-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,85.25,640103.xlsx
2020-04-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,87.74,640103.xlsx
2020-05-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,84.82,640103.xlsx
2020-06-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,79.71,640103.xlsx
2020-07-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,78.86,640103.xlsx
2020-08-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,81.09,640103.xlsx
2020-09-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,80.47,640103.xlsx
2020-10-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,79.77,640103.xlsx
2020-11-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,83.14,640103.xlsx
2020-12-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,82.85,640103.xlsx
2021-01-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,82.08,640103.xlsx
2021-02-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,79.53,640103.xlsx
2021-03-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,80.35,640103.xlsx
2021-04-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,80.11,640103.xlsx
2021-05-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,80.66,640103.xlsx
2021-06-01,A130393223R,Index Numbers,Breakfast cereals,Australia,Index Numbers,Original,INDEX,80.83,640103.xlsx
