ingredient_name,canonical_name,afcd_food_key,afcd_food_name,afcd_match_score,nutrition_basis,energy_kj,energy_kcal,protein_g,fat_total_g,carbohydrates_g,sugars_g,fibre_g,sodium_mg,cpi_category,latest_cpi_period,latest_cpi_index,cpi_monthly_pct_change,cpi_annual_pct_change,foodkeeper_product_id,foodkeeper_name,foodkeeper_subtitle,expiry_match_score,pantry_min_days,pantry_max_days,refrigerate_min_days,refrigerate_max_days,freeze_min_days,freeze_max_days
spaghetti squash,spaghetti squash,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,596,Spaghetti squash,whole,1.0,60,60,7,14,,
spaghettini,spaghettini,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spam,spam,F008740,"Spam, canned",1.0,per_100_g,1238.0,295.89,14.2,26.1,1.9,1.2,0.0,920.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spam lite,spam lite,F008740,"Spam, canned",0.625,per_100_g,1238.0,295.89,14.2,26.1,1.9,1.2,0.0,920.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spanish brandy,spanish brandy,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spanish chorizo,spanish chorizo,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spanish ham,spanish ham,,,,,,,,,,,,,Pork,2026-02-01,100.87,0.09,0.53,,,,,,,,,,
spanish olive oil,spanish olive oil,F006177,"Oil, olive",0.75,per_100_g,3695.0,883.13,0.0,99.9,0.0,0.0,0.0,0.0,Oils and fats,2026-02-01,99.68,1.01,-1.19,,,,,,,,,,
spanish olives,spanish olive,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spanish olives with pimento,spanish olive pimento,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spanish onion,spanish onion,,,,,,,,,,,,,Vegetables,2026-02-01,100.19,-1.55,0.49,,,,,,,,,,
spanish onions,spanish onion,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spanish peanut,spanish peanut,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spanish peanuts,spanish peanut,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spanish rice,spanish rice,F007682,"Rice, white, uncooked",0.625,per_100_g,1422.0,339.87,7.0,0.9,74.0,0.0,0.8,1.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spanish rice and vermicelli mix,spanish rice vermicelli mix,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spanish rice mix,spanish rice mix,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spanish saffron threads,spanish saffron thread,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spanish salad olives,spanish salad olive,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sparerib rack,sparerib rack,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sparerib racks,sparerib rack,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spareribs,sparerib,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sparkling apple cider,sparkling apple cider,F002955,"Cider, apple (alcohol ~4-5% v/v)",0.667,per_100_g,209.0,49.95,0.0,0.0,5.6,5.6,0.0,3.0,Fruit,2026-02-01,103.79,1.91,3.73,557,Apple cider vinegar,,0.88,,,,,,
sparkling apple juice,sparkling apple juice,F004663,"Juice, apple, commercial, added vitamin C",0.667,per_100_g,121.0,28.92,0.2,0.0,7.0,7.0,0.2,6.0,"Waters, soft drinks and juices",2026-02-01,100.89,0.99,-0.54,537,Apple juice,fresh squeezed,0.88,,,6,6,360,360
sparkling grape juice,sparkling grape juice,,,,,,,,,,,,,"Waters, soft drinks and juices",2026-02-01,100.89,0.99,-0.54,,,,,,,,,,
sparkling rose wine,sparkling rose wine,F009578,"Wine, red, sparkling",0.75,per_100_g,338.0,80.78,0.2,0.0,2.0,2.0,0.0,7.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sparkling water,sparkling water,,,,,,,,,,,,,"Waters, soft drinks and juices",2026-02-01,100.89,0.99,-0.54,,,,,,,,,,
sparkling white wine,sparkling wine,F009578,"Wine, red, sparkling",1.0,per_100_g,338.0,80.78,0.2,0.0,2.0,2.0,0.0,7.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sparkling wild berry jello,sparkling wild berry jello,,,,,,,,,,,,,Fruit,2026-02-01,103.79,1.91,3.73,,,,,,,,,,
sparkling wine,sparkling wine,F009578,"Wine, red, sparkling",1.0,per_100_g,338.0,80.78,0.2,0.0,2.0,2.0,0.0,7.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spearmint,spearmint,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spearmint candy leaf,spearmint candy leaf,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spearmint candy leaves,spearmint candy leave,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
special k cereal,special cereal,F001720,"Breakfast cereal, mixed grain (rice & wheat), flakes, added vitamins & minerals (Kellogg's Special K)",0.795,per_100_g,1669.0,398.9,18.2,4.1,70.5,13.2,2.7,474.0,Breakfast cereals,2026-02-01,104.44,-0.32,4.37,,,,,,,,,,
special k vanilla almond cereal,special vanilla almond cereal,,,,,,,,,,,,,Breakfast cereals,2026-02-01,104.44,-0.32,4.37,,,,,,,,,,
special k vanilla snack bites,special vanilla snack bite,,,,,,,,,,,,,Snacks and confectionery,2026-02-01,101.35,-1.66,6.65,,,,,,,,,,
speck,speck,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
speckled butterbeans,speckled butterbean,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
speckled sugar beans,speckled sugar bean,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
speculaas,speculaa,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spelt,spelt,F008745,"Spelt, uncooked",1.0,per_100_g,1388.0,331.74,11.7,3.0,59.2,1.4,8.8,3.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,591,Spelt,whole grain,1.0,180,180,,,360,360
spelt berries,spelt berry,F008745,"Spelt, uncooked",0.625,per_100_g,1388.0,331.74,11.7,3.0,59.2,1.4,8.8,3.0,Fruit,2026-02-01,103.79,1.91,3.73,,,,,,,,,,
spelt flour,spelt flour,F004004,"Flour, spelt",1.0,per_100_g,1470.0,351.34,18.7,2.4,59.1,0.9,7.4,2.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,592,Spelt,"flour, meal",0.917,90,90,,,180,180
spice cake mix,spice cake mix,F002021,"Cake mix, plain, dry powder",0.667,per_100_g,1603.0,383.13,4.8,8.2,73.5,42.5,1.4,670.0,Cakes and biscuits,2026-02-01,99.93,-2.62,1.23,,,,,,,,,,
spice essence,spice essence,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spice plum sauce,spice plum sauce,F008054,"Sauce, plum, commercial",0.75,per_100_ml,1236.0,295.41,0.2,1.0,72.9,62.2,0.8,1226.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spicebush twigs,spicebush twig,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spiced apple cider,spiced apple cider,F002955,"Cider, apple (alcohol ~4-5% v/v)",0.667,per_100_g,209.0,49.95,0.0,0.0,5.6,5.6,0.0,3.0,Fruit,2026-02-01,103.79,1.91,3.73,557,Apple cider vinegar,,0.88,,,,,,
spiced pumpkin,spiced pumpkin,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spiced rum,spiced rum,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spices,spice,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,237,Spice/spices,whole,0.93,1095,1460,,,,
spicy bbq sauce,spicy bbq sauce,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,648,Barbecue Sauce,"homemade, canned",0.88,270,360,,,,
spicy brown mustard,spicy brown mustard,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spicy bulk sausage,spicy bulk sausage,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spicy cajun pasta sauce,spicy cajun pasta sauce,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spicy clamato juice,spicy clamato juice,,,,,,,,,,,,,"Waters, soft drinks and juices",2026-02-01,100.89,0.99,-0.54,,,,,,,,,,
spicy hot v,spicy hot,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spicy mustard,spicy mustard,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spicy pork rinds,spicy pork rind,F006862,"Pork, belly, rind removed, raw",0.625,per_100_g,1286.0,307.36,18.6,26.2,0.0,0.0,0.0,58.0,Pork,2026-02-01,100.87,0.09,0.53,556,Pork rinds,,0.88,120,120,,,,
spicy pork sausage,spicy pork sausage,F008143,"Sausage, pork, fried, no added fat",0.667,per_100_g,1083.0,258.84,16.5,19.4,4.5,0.7,1.4,763.0,Pork,2026-02-01,100.87,0.09,0.53,,,,,,,,,,
spicy refried beans,spicy refried bean,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,499,Refried beans,,0.88,1095,1095,,,,
spicy sausage,spicy sausage,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spicy seasoning mix,spicy seasoning mix,F009072,"Taco seasoning mix, chilli-based",0.6,per_100_g,1335.0,319.07,6.2,4.8,58.1,28.5,8.7,6238.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spicy sesame oil,spicy sesame oil,F006187,"Oil, sesame",0.75,per_100_g,3700.0,884.32,0.0,100.0,0.0,0.0,0.0,0.0,Oils and fats,2026-02-01,99.68,1.01,-1.19,612,Sesame oil,,0.88,730,730,,,,
spicy smoked sausage,spicy smoked sausage,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spicy spaghetti sauce,spicy spaghetti sauce,F008737,"Spaghetti in tomato & cheese sauce, canned",0.625,per_100_g,227.0,54.25,2.5,0.0,10.7,4.0,0.8,330.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,359,Spaghetti sauce,in jars,0.88,540,540,,,,
spicy tomato salsa,spicy tomato salsa,F008056,"Sauce, salsa, tomato-based, commercial",0.625,per_100_ml,160.0,38.24,1.4,0.0,6.9,5.4,1.8,528.0,Vegetables,2026-02-01,100.19,-1.55,0.49,,,,,,,,,,
spicy tomato sauce,spicy tomato sauce,F008083,"Sauce, tomato, commercial",0.75,per_100_ml,454.0,108.51,1.4,0.0,25.1,24.6,1.4,905.0,Vegetables,2026-02-01,100.19,-1.55,0.49,599,Tomato sauce,"spaghetti, pizza",0.88,,,,,,
spicy turkey sausage,spicy turkey sausage,,,,,,,,,,,,,Poultry,2026-02-01,100.95,0.18,-0.65,,,,,,,,,,
spicy vegetable juice,spicy vegetable juice,F010307,"Juice, vegetable blend, commercial",0.667,per_100_g,71.0,16.97,0.9,0.0,2.7,2.1,0.6,240.0,"Waters, soft drinks and juices",2026-02-01,100.89,0.99,-0.54,567,Vegetable juice,shelf-stable,0.88,540,540,,,,
spike seasoning,spike seasoning,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spinach,spinach,F008749,"Spinach, baby, fresh, raw",0.875,per_100_g,68.0,16.25,2.8,0.0,0.0,0.0,2.5,86.0,Vegetables,2026-02-01,100.19,-1.55,0.49,291,Lettuce,"leaf, spinach",0.93,,,3,7,,
spinach and artichoke cream cheese,spinach artichoke cream cheese,F002444,"Cheese, cream, plain",0.625,per_100_g,1420.0,339.39,8.5,34.2,0.2,0.2,0.0,320.0,Cheese,2026-02-01,100.16,-0.63,-0.12,10,Cream cheese,,0.88,,,14,14,,
spinach and artichoke dip,spinach artichoke dip,,,,,,,,,,,,,Vegetables,2026-02-01,100.19,-1.55,0.49,,,,,,,,,,
spinach and cheese tortellini,spinach cheese tortellini,F006493,"Pastry, filled with spinach & cheese, purchased frozen, baked",0.583,per_100_g,1214.0,290.15,9.4,16.4,24.7,2.7,2.5,490.0,Cheese,2026-02-01,100.16,-0.63,-0.12,,,,,,,,,,
spinach and ricotta tortellini,spinach ricotta tortellini,,,,,,,,,,,,,Vegetables,2026-02-01,100.19,-1.55,0.49,,,,,,,,,,
spinach artichoke spread,spinach artichoke spread,,,,,,,,,,,,,Vegetables,2026-02-01,100.19,-1.55,0.49,,,,,,,,,,
spinach dip,spinach dip,,,,,,,,,,,,,Vegetables,2026-02-01,100.19,-1.55,0.49,,,,,,,,,,
spinach dip mix,spinach dip mix,,,,,,,,,,,,,Vegetables,2026-02-01,100.19,-1.55,0.49,,,,,,,,,,
spinach egg noodles,spinach egg noodle,F006044,"Noodle, wheat with egg, plain, boiled, no added fat",0.625,per_100_g,694.0,165.87,7.5,1.4,29.1,0.6,2.6,4.0,Eggs,2026-02-01,97.39,0.8,3.34,336,Dry egg noodles,,0.88,730,730,,,,
spinach fettuccine,spinach fettuccine,,,,,,,,,,,,,Vegetables,2026-02-01,100.19,-1.55,0.49,,,,,,,,,,
spinach gnocchi,spinach gnocchi,,,,,,,,,,,,,Vegetables,2026-02-01,100.19,-1.55,0.49,,,,,,,,,,
spinach lasagna noodles,spinach lasagna noodle,,,,,,,,,,,,,Vegetables,2026-02-01,100.19,-1.55,0.49,,,,,,,,,,
spinach leaves,spinach leave,,,,,,,,,,,,,Vegetables,2026-02-01,100.19,-1.55,0.49,,,,,,,,,,
spinach linguine,spinach linguine,,,,,,,,,,,,,Vegetables,2026-02-01,100.19,-1.55,0.49,,,,,,,,,,
spinach noodles,spinach noodle,,,,,,,,,,,,,Vegetables,2026-02-01,100.19,-1.55,0.49,,,,,,,,,,
spinach pasta,spinach pasta,F006453,"Pasta, white wheat flour & spinach, dry",0.875,per_100_g,1525.0,364.48,11.9,1.3,73.1,2.7,4.4,38.0,Vegetables,2026-02-01,100.19,-1.55,0.49,372,Canned goods,"low acid (such as meat, poultry, fish, gravy, stew, soups, beans, carrots, corn, pasta, peas, potatoes, spinach)",0.781,730,1825,,,,
spinach penne,spinach penne,,,,,,,,,,,,,Vegetables,2026-02-01,100.19,-1.55,0.49,,,,,,,,,,
spinach ravioli,spinach ravioli,,,,,,,,,,,,,Vegetables,2026-02-01,100.19,-1.55,0.49,,,,,,,,,,
spinach rotini pasta,spinach rotini pasta,F006453,"Pasta, white wheat flour & spinach, dry",0.625,per_100_g,1525.0,364.48,11.9,1.3,73.1,2.7,4.4,38.0,Vegetables,2026-02-01,100.19,-1.55,0.49,,,,,,,,,,
spinach salad dressing,spinach salad dressing,,,,,,,,,,,,,Vegetables,2026-02-01,100.19,-1.55,0.49,356,Salad dressings,"commercial, bottled",0.88,300,360,,,,
spinach souffle,spinach souffle,,,,,,,,,,,,,Vegetables,2026-02-01,100.19,-1.55,0.49,,,,,,,,,,
spinach tagliatelle,spinach tagliatelle,,,,,,,,,,,,,Vegetables,2026-02-01,100.19,-1.55,0.49,,,,,,,,,,
spinach tortellini,spinach tortellini,,,,,,,,,,,,,Vegetables,2026-02-01,100.19,-1.55,0.49,,,,,,,,,,
spinach tortilla,spinach tortilla,,,,,,,,,,,,,Vegetables,2026-02-01,100.19,-1.55,0.49,,,,,,,,,,
spinach tortillas,spinach tortilla,,,,,,,,,,,,,Vegetables,2026-02-01,100.19,-1.55,0.49,,,,,,,,,,
spiral cut ham,spiral cut ham,,,,,,,,,,,,,Pork,2026-02-01,100.87,0.09,0.53,85,Ham,"fully cooked, slices, half, or spiral cut",0.88,,,3,4,30,60
spiral shaped pasta,spiral shaped pasta,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spirulina,spirulina,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spirulina powder,spirulina powder,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
splenda brown sugar blend,splenda brown sugar blend,F008969,"Sugar, brown",0.625,per_100_g,1552.0,370.94,0.2,0.0,96.8,96.8,0.0,21.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
splenda granular,splenda granular,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
splenda quick pack,splenda quick,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
splenda quick packs,splenda quick pack,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
splenda sugar blend for baking,splenda sugar blend for baking,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
splenda sugar substitute,splenda sugar substitute,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,242,Sugar substitutes,,0.88,730,730,,,,
splenda sweetened cherry pie filling,splenda cherry pie filling,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,207,Fruit pies,"apple, peach, blueberry, apricot, cherry, blackberry",0.88,1,2,,,240,240
splenda sweetened cranberry juice,splenda cranberry juice,,,,,,,,,,,,,"Waters, soft drinks and juices",2026-02-01,100.89,0.99,-0.54,,,,,,,,,,
split chickpeas,split chickpea,F002881,"Chickpea, dried",0.625,per_100_g,1373.0,328.16,19.7,5.5,38.5,2.2,20.8,11.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
split pea and ham soup,split pea ham soup,F006543,"Pea, split, dried",0.625,per_100_g,1427.0,341.06,23.0,2.0,50.5,2.5,10.1,7.0,Pork,2026-02-01,100.87,0.09,0.53,,,,,,,,,,
split pea soup,split pea soup,F006543,"Pea, split, dried",0.75,per_100_g,1427.0,341.06,23.0,2.0,50.5,2.5,10.1,7.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
split peas,split pea,F006543,"Pea, split, dried",1.0,per_100_g,1427.0,341.06,23.0,2.0,50.5,2.5,10.1,7.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,337,Peas,dried split,1.0,365,365,,,,
split red lentils,split lentil,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
split white gram,split gram,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
split yellow lentils,split lentil,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sponge cake,sponge cake,F002178,"Cake, sponge, plain, commercial, uniced, unfilled",0.875,per_100_g,1370.0,327.44,7.5,8.2,56.5,32.5,1.2,320.0,Cakes and biscuits,2026-02-01,99.93,-2.62,1.23,,,,,,,,,,
sponge cake base,sponge cake base,F002178,"Cake, sponge, plain, commercial, uniced, unfilled",0.625,per_100_g,1370.0,327.44,7.5,8.2,56.5,32.5,1.2,320.0,Cakes and biscuits,2026-02-01,99.93,-2.62,1.23,,,,,,,,,,
sponge cake fingers,sponge cake finger,F002178,"Cake, sponge, plain, commercial, uniced, unfilled",0.625,per_100_g,1370.0,327.44,7.5,8.2,56.5,32.5,1.2,320.0,Cakes and biscuits,2026-02-01,99.93,-2.62,1.23,,,,,,,,,,
sponge cake shells,sponge cake shell,F002178,"Cake, sponge, plain, commercial, uniced, unfilled",0.625,per_100_g,1370.0,327.44,7.5,8.2,56.5,32.5,1.2,320.0,Cakes and biscuits,2026-02-01,99.93,-2.62,1.23,,,,,,,,,,
sponge cakes,sponge cake,F002178,"Cake, sponge, plain, commercial, uniced, unfilled",0.875,per_100_g,1370.0,327.44,7.5,8.2,56.5,32.5,1.2,320.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spray bottle,spray,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,229,Vegetable oil sprays,,0.93,730,730,,,,
spray varnish,spray varnish,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spreadable cheese with garlic and herbs,spreadable cheese garlic herb,,,,,,,,,,,,,Cheese,2026-02-01,100.16,-0.63,-0.12,,,,,,,,,,
spring chicken,spring chicken,,,,,,,,,,,,,Poultry,2026-02-01,100.95,0.18,-0.65,,,,,,,,,,
spring greens,spring green,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spring onion,spring onion,F006250,"Onion, spring, fresh, raw",1.0,per_100_g,127.0,30.35,1.7,0.2,4.6,4.5,1.9,13.0,Vegetables,2026-02-01,100.19,-1.55,0.49,295,Onions,spring or green,0.917,30,30,7,7,300,360
spring onions,spring onion,F006250,"Onion, spring, fresh, raw",1.0,per_100_g,127.0,30.35,1.7,0.2,4.6,4.5,1.9,13.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,295,Onions,spring or green,0.917,30,30,7,7,300,360
spring roll wrappers,spring roll wrapper,F008794,"Spring roll, meat & vegetable filling, commercial, deep fried",0.571,per_100_g,1047.0,250.24,7.5,11.7,27.5,4.3,2.8,501.0,Bread,2026-02-01,101.68,0.03,0.71,,,,,,,,,,
spring rolls,spring roll,F008794,"Spring roll, meat & vegetable filling, commercial, deep fried",0.821,per_100_g,1047.0,250.24,7.5,11.7,27.5,4.3,2.8,501.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sprite,sprite,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sprite zero,sprite zero,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sprouted wheat bread,sprouted wheat bread,F001458,"Bread, from white wheat flour, added dried fruit, toasted",0.583,per_100_g,1236.0,295.41,9.8,4.1,52.6,20.1,4.0,346.0,Bread,2026-02-01,101.68,0.03,0.71,460,Whole wheat bread,homemade,0.88,3,5,,,90,90
spumanti,spumanti,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
squab,squab,F006698,"Pigeon (squab), whole, raw",0.875,per_100_g,1219.0,291.35,16.2,25.5,0.0,0.0,0.0,68.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
square bean curd,square bean curd,F009176,"Tofu (soy bean curd), firm, as purchased",0.571,per_100_g,543.0,129.78,12.8,8.3,0.0,0.0,1.0,22.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
squash,squash,F008813,"Squash, scallopini, fresh, raw",0.875,per_100_g,84.0,20.08,2.2,0.2,2.1,2.0,0.5,9.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,302,Squash,summer and zucchini,1.0,1,5,4,5,300,360
squash baby food,squash baby food,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
squash blossoms,squash blossom,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
squash puree,squash puree,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
squeezable margarine,squeezable margarine,,,,,,,,,,,,,Oils and fats,2026-02-01,99.68,1.01,-1.19,,,,,,,,,,
squid,squid,F008828,"Squid or calamari, raw",0.833,per_100_g,328.0,78.39,16.7,1.2,0.0,0.0,0.0,284.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,152,Squid,,1.0,,,1,3,180,540
squid ink,squid ink,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
squid ring,squid ring,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
squid rings,squid ring,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
squirrel,squirrel,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
squirrels,squirrel,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
squirt soda,squirt soda,,,,,,,,,,,,,"Waters, soft drinks and juices",2026-02-01,100.89,0.99,-0.54,,,,,,,,,,
squirtable cheese spread,squirtable cheese spread,,,,,,,,,,,,,Cheese,2026-02-01,100.16,-0.63,-0.12,,,,,,,,,,
sriracha sauce,sriracha sauce,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
st amand french country ale,st amand french country ale,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
st germain elderflower liqueur,st germain elderflower liqueur,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
staceys pita chips,stacey pita chip,,,,,,,,,,,,,Snacks and confectionery,2026-02-01,101.35,-1.66,6.65,,,,,,,,,,
stale bread,stale bread,F001545,"Bread, organic",0.625,per_100_g,1034.0,247.13,11.6,2.9,40.3,1.3,5.6,490.0,Bread,2026-02-01,101.68,0.03,0.71,,,,,,,,,,
standing rib roast,standing rib roast,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,34,Beef,"rib roast, bone-in",0.88,,,3,5,120,360
standing ribs,standing rib,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
