ingredient_name,canonical_name,afcd_food_key,afcd_food_name,afcd_match_score,nutrition_basis,energy_kj,energy_kcal,protein_g,fat_total_g,carbohydrates_g,sugars_g,fibre_g,sodium_mg,cpi_category,latest_cpi_period,latest_cpi_index,cpi_monthly_pct_change,cpi_annual_pct_change,foodkeeper_product_id,foodkeeper_name,foodkeeper_subtitle,expiry_match_score,pantry_min_days,pantry_max_days,refrigerate_min_days,refrigerate_max_days,freeze_min_days,freeze_max_days
soft egg sandwich buns,soft egg sandwich bun,,,,,,,,,,,,,Eggs,2026-02-01,97.39,0.8,3.34,,,,,,,,,,
soft fresh goat cheese,soft goat cheese,F002463,"Cheese, goat, soft",1.0,per_100_g,1194.0,285.37,21.2,21.7,0.9,0.9,0.0,430.0,Lamb and goat,2026-02-01,102.27,3.29,12.87,7,Cheese,"soft such as brie, bel paese, goat",0.844,,,7,14,180,180
soft macaroons,soft macaroon,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soft margarine,soft margarine,,,,,,,,,,,,,Oils and fats,2026-02-01,99.68,1.01,-1.19,,,,,,,,,,
soft pretzels,soft pretzel,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soft shell clams,soft shell clam,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soft shelled crabs,soft shelled crab,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soft silk flour,soft silk flour,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soft silken tofu,soft silken tofu,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soft stale bread crumb,soft stale bread crumb,,,,,,,,,,,,,Bread,2026-02-01,101.68,0.03,0.71,,,,,,,,,,
soft stale bread crumbs,soft stale bread crumb,,,,,,,,,,,,,Bread,2026-02-01,101.68,0.03,0.71,,,,,,,,,,
soft taco shells,soft taco shell,F009073,"Taco shell, from corn flour, plain",0.6,per_100_g,1948.0,465.58,6.8,21.8,56.3,1.1,7.3,80.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soft taco size flour tortillas,soft taco size flour tortilla,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soft tofu,soft tofu,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soft white bread cubes,soft bread cube,,,,,,,,,,,,,Bread,2026-02-01,101.68,0.03,0.71,,,,,,,,,,
soho lychee liqueur,soho lychee liqueur,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sole,sole,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,144,Lean fish,"cod, flounder, haddock, halibut, sole, etc.",0.93,,,1,2,180,240
sole fillet,sole fillet,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sole fillets,sole fillet,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
solid pack pumpkin,solid pumpkin,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
solid shortening,solid shortening,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,230,Shortening,solid,1.0,365,730,,,,
solid white tuna,solid tuna,,,,,,,,,,,,,Fish and other seafood,2026-02-01,101.13,-0.61,1.5,,,,,,,,,,
solid white tuna packed in water,solid tuna packed water,,,,,,,,,,,,,Fish and other seafood,2026-02-01,101.13,-0.61,1.5,,,,,,,,,,
solo brand filling,solo brand filling,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
somen noodles,somen noodle,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soppressata,soppressata,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sopressata,sopressata,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sorbet,sorbet,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,324,"Sherbet, sorbet",,0.93,,,,,270,270
sorghum,sorghum,F008474,"Sorghum, grain, uncooked",0.875,per_100_g,1465.0,350.14,8.2,3.6,65.8,1.2,8.6,1.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,589,Sorghum,whole grain,1.0,120,120,,,240,240
sorghum flour,sorghum flour,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,590,Sorghum,"flour, meal",0.917,60,60,,,120,120
sorghum molasses,sorghum molasse,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sorrel,sorrel,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soul seasoning,soul seasoning,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soup,soup,F008670,"Soup, vegetable, instant dry mix",0.812,per_100_g,1201.0,287.05,6.7,2.1,58.3,10.3,3.3,7130.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,193,"Soup, stews",,0.93,,,3,4,60,90
soup bone,soup bone,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soup bone with meat,soup bone meat,F008509,"Soup, broth style, with meat, instant dry mix",0.6,per_100_g,1350.0,322.66,4.8,3.3,65.7,5.7,4.3,5020.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soup bones,soup bone,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soup bones with meat,soup bone meat,F008509,"Soup, broth style, with meat, instant dry mix",0.6,per_100_g,1350.0,322.66,4.8,3.3,65.7,5.7,4.3,5020.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soup mix,soup mix,F008670,"Soup, vegetable, instant dry mix",0.875,per_100_g,1201.0,287.05,6.7,2.1,58.3,10.3,3.3,7130.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,396,Soup mixes,dry bouillon,1.0,365,365,,,,
soup stock,soup stock,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sour apple,sour apple,F000089,"Apple, dried",0.625,per_100_g,1078.0,257.65,1.2,0.0,59.8,59.4,8.5,260.0,Fruit,2026-02-01,103.79,1.91,3.73,,,,,,,,,,
sour apple bubble gum tape,sour apple bubble gum tape,,,,,,,,,,,,,Fruit,2026-02-01,103.79,1.91,3.73,,,,,,,,,,
sour apple liqueur,sour apple liqueur,,,,,,,,,,,,,Fruit,2026-02-01,103.79,1.91,3.73,,,,,,,,,,
sour apple schnapps,sour apple schnapp,,,,,,,,,,,,,Fruit,2026-02-01,103.79,1.91,3.73,,,,,,,,,,
sour apples,sour apple,F000089,"Apple, dried",0.625,per_100_g,1078.0,257.65,1.2,0.0,59.8,59.4,8.5,260.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sour cherries,sour cherry,F002522,"Cherry, raw",0.625,per_100_g,308.0,73.61,1.1,0.0,15.2,15.2,1.4,0.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sour cherry,sour cherry,F002522,"Cherry, raw",0.625,per_100_g,308.0,73.61,1.1,0.0,15.2,15.2,1.4,0.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sour cherry jam,sour cherry jam,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sour cherry marmalade,sour cherry marmalade,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sour cream,sour cream,F003269,"Cream, sour, regular fat",0.917,per_100_ml,1386.0,331.26,1.9,35.6,2.0,2.0,0.0,19.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,29,Sour cream,,1.0,,,,,,
sour cream and bacon salad dressing,sour cream bacon salad dressing,,,,,,,,,,,,,Pork,2026-02-01,100.87,0.09,0.53,29,Sour cream,,0.88,,,,,,
sour cream and cheddar potato chips,sour cream cheddar potato chip,,,,,,,,,,,,,Cheese,2026-02-01,100.16,-0.63,-0.12,29,Sour cream,,0.88,,,,,,
sour cream and chive dip,sour cream chive dip,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,29,Sour cream,,0.88,,,,,,
sour cream and chive flavored cream cheese,sour cream chive cream cheese,F002444,"Cheese, cream, plain",0.625,per_100_g,1420.0,339.39,8.5,34.2,0.2,0.2,0.0,320.0,Cheese,2026-02-01,100.16,-0.63,-0.12,10,Cream cheese,,0.88,,,14,14,,
sour cream and chive potato topping,sour cream chive potato topping,,,,,,,,,,,,,Vegetables,2026-02-01,100.19,-1.55,0.49,29,Sour cream,,0.88,,,,,,
sour cream and chives potato mix,sour cream chive potato mix,,,,,,,,,,,,,Vegetables,2026-02-01,100.19,-1.55,0.49,29,Sour cream,,0.88,,,,,,
sour cream and onion potato chips,sour cream onion potato chip,,,,,,,,,,,,,Vegetables,2026-02-01,100.19,-1.55,0.49,29,Sour cream,,0.88,,,,,,
sour cream substitute,sour cream substitute,F003269,"Cream, sour, regular fat",0.667,per_100_ml,1386.0,331.26,1.9,35.6,2.0,2.0,0.0,19.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,29,Sour cream,,0.88,,,,,,
sour cream vanilla frosting,sour cream vanilla frosting,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,29,Sour cream,,0.88,,,,,,
sour cream with chives,sour cream chive,F003269,"Cream, sour, regular fat",0.667,per_100_ml,1386.0,331.26,1.9,35.6,2.0,2.0,0.0,19.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,29,Sour cream,,0.88,,,,,,
sour cream with cilantro,sour cream cilantro,F003269,"Cream, sour, regular fat",0.667,per_100_ml,1386.0,331.26,1.9,35.6,2.0,2.0,0.0,19.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,29,Sour cream,,0.88,,,,,,
sour curd,sour curd,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sour dill pickle,sour dill pickle,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sour dill pickles,sour dill pickle,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sour gherkins,sour gherkin,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sour kimchee,sour kimchee,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sour mash,sour mash,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sour milk,sour milk,,,,,,,,,,,,,Milk,2026-02-01,100.54,-0.82,3.66,,,,,,,,,,
sour mix,sour mix,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sour orange,sour orange,,,,,,,,,,,,,Fruit,2026-02-01,103.79,1.91,3.73,,,,,,,,,,
sour orange juice,sour orange juice,F004739,"Juice, orange, commercial",0.75,per_100_g,134.0,32.03,0.8,0.0,6.8,6.8,0.3,2.0,"Waters, soft drinks and juices",2026-02-01,100.89,0.99,-0.54,455,Orange juice,commercially packaged carton,0.88,,,,,240,360
sour pitted cherries,sour pitted cherry,F009883,"Cherry, pitted, frozen",0.75,per_100_g,316.0,75.53,1.1,0.0,15.6,15.6,1.4,0.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sour raspberry liqueur,sour raspberry liqueur,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sourdough baguette,sourdough baguette,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sourdough baguettes,sourdough baguette,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sourdough bread,sourdough bread,F001545,"Bread, organic",0.625,per_100_g,1034.0,247.13,11.6,2.9,40.3,1.3,5.6,490.0,Bread,2026-02-01,101.68,0.03,0.71,,,,,,,,,,
sourdough bread cubes,sourdough bread cube,,,,,,,,,,,,,Bread,2026-02-01,101.68,0.03,0.71,,,,,,,,,,
sourdough bread rounds,sourdough bread round,,,,,,,,,,,,,Bread,2026-02-01,101.68,0.03,0.71,,,,,,,,,,
sourdough breadcrumbs,sourdough breadcrumb,F001683,"Breadcrumbs, white",0.625,per_100_g,1598.0,381.93,14.0,4.1,68.5,4.6,4.7,650.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sourdough cocktail bread,sourdough cocktail bread,,,,,,,,,,,,,Bread,2026-02-01,101.68,0.03,0.71,,,,,,,,,,
sourdough english muffin,sourdough english muffin,F005896,"Muffin, English style, from white flour",0.625,per_100_g,938.0,224.19,10.1,2.1,38.7,1.7,3.2,418.0,Cakes and biscuits,2026-02-01,99.93,-2.62,1.23,,,,,,,,,,
sourdough english muffins,sourdough english muffin,F005896,"Muffin, English style, from white flour",0.625,per_100_g,938.0,224.19,10.1,2.1,38.7,1.7,3.2,418.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sourdough hamburger buns,sourdough hamburger bun,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sourdough loaf,sourdough loaf,,,,,,,,,,,,,Bread,2026-02-01,101.68,0.03,0.71,,,,,,,,,,
sourdough roll,sourdough roll,,,,,,,,,,,,,Bread,2026-02-01,101.68,0.03,0.71,,,,,,,,,,
sourdough rolls,sourdough roll,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
sourdough starter,sourdough starter,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soured milk,soured milk,,,,,,,,,,,,,Milk,2026-02-01,100.54,-0.82,3.66,,,,,,,,,,
southeast asian fish sauce,southeast asian fish sauce,F008004,"Sauce, fish, commercial",0.625,per_100_ml,260.0,62.14,8.3,0.4,5.4,5.4,1.5,10071.0,Fish and other seafood,2026-02-01,101.13,-0.61,1.5,,,,,,,,,,
southern comfort,southern comfort,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
southern style hash browns,southern hash brown,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
southwest chipotle seasoning,southwest chipotle seasoning,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
southwest seasoned hamburger,southwest seasoned hamburger,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
southwest seasoning,southwest seasoning,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
southwest style hash browns,southwest hash brown,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
southwestern chicken strips,southwestern chicken strip,,,,,,,,,,,,,Poultry,2026-02-01,100.95,0.18,-0.65,,,,,,,,,,
southwestern flavored cornbread stuffing mix,southwestern cornbread stuffing mix,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,464,Dry stuffing mix,commercially packaged,0.88,270,360,,,,
southwestern seasoned chicken breast,southwestern seasoned chicken breast,,,,,,,,,,,,,Poultry,2026-02-01,100.95,0.18,-0.65,,,,,,,,,,
soy bacon bits,soy bacon bit,,,,,,,,,,,,,Pork,2026-02-01,100.87,0.09,0.53,371,Bacon bits,imitation,0.88,365,365,,,,
soy cheddar cheese,soy cheddar cheese,F002414,"Cheese, cheddar, natural, regular fat",0.625,per_100_g,1686.0,402.96,24.6,33.4,0.3,0.3,0.0,686.0,Cheese,2026-02-01,100.16,-0.63,-0.12,,,,,,,,,,
soy cheese,soy cheese,,,,,,,,,,,,,Cheese,2026-02-01,100.16,-0.63,-0.12,,,,,,,,,,
soy chorizo,soy chorizo,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soy coffee creamer,soy coffee creamer,,,,,,,,,,,,,"Coffee, tea and cocoa",2026-02-01,100.32,-0.14,11.38,8,Coffee creamer,liquid refrigerated,0.88,,,21,21,,
soy cream,soy cream,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soy cream cheese,soy cream cheese,F002444,"Cheese, cream, plain",0.75,per_100_g,1420.0,339.39,8.5,34.2,0.2,0.2,0.0,320.0,Cheese,2026-02-01,100.16,-0.63,-0.12,10,Cream cheese,,0.88,,,14,14,,
soy crumbles,soy crumble,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,326,Soy crumbles and hot dogs,,0.93,,,3,4,30,60
soy dairy firm tofu,soy dairy firm tofu,F009176,"Tofu (soy bean curd), firm, as purchased",0.67,per_100_g,543.0,129.78,12.8,8.3,0.0,0.0,1.0,22.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soy eggnog,soy eggnog,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soy flakes,soy flake,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soy flour,soy flour,F004002,"Flour, soya (soy)",0.917,per_100_g,1543.0,368.79,49.8,8.9,14.6,9.3,16.0,9.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,170,Soy flour,full-fat,1.0,60,60,180,180,,
soy ginger broth,soy ginger broth,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soy ginger glaze,soy ginger glaze,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soy grits,soy grit,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soy ham,soy ham,,,,,,,,,,,,,Pork,2026-02-01,100.87,0.09,0.53,,,,,,,,,,
soy ice cream,soy ice cream,F004508,"Ice cream, vanilla flavour, regular fat",0.625,per_100_ml,443.0,105.88,2.0,6.1,11.3,10.1,0.0,26.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,317,Ice cream,,0.88,,,,,180,180
soy lecithin,soy lecithin,F005158,"Lecithin, soy, granules",0.917,per_100_g,2620.0,626.2,6.0,62.4,4.9,4.4,15.1,11.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soy margarine,soy margarine,,,,,,,,,,,,,Oils and fats,2026-02-01,99.68,1.01,-1.19,,,,,,,,,,
soy mayonnaise,soy mayonnaise,F005437,"Mayonnaise, low fat, commercial",0.625,per_100_ml,555.0,132.65,0.5,1.9,29.3,22.1,0.0,732.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soy miso,soy miso,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soy mozzarella cheese,soy mozzarella cheese,F002472,"Cheese, mozzarella",0.75,per_100_g,1212.0,289.68,22.2,22.1,0.0,0.0,0.0,522.0,Cheese,2026-02-01,100.16,-0.63,-0.12,,,,,,,,,,
soy nut butter,soy nut butter,,,,,,,,,,,,,Oils and fats,2026-02-01,99.68,1.01,-1.19,,,,,,,,,,
soy oil,soy oil,,,,,,,,,,,,,Oils and fats,2026-02-01,99.68,1.01,-1.19,,,,,,,,,,
soy pepperoni,soy pepperoni,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soy powder,soy powder,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soy protein,soy protein,F009147,Textured vegetable protein/soy granules,0.85,per_100_g,1339.0,320.03,51.5,1.2,15.2,4.8,17.5,20.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,171,Textured soy protein,(TSP),0.93,730,730,,,,
soy protein isolate,soy protein isolate,F009147,Textured vegetable protein/soy granules,0.6,per_100_g,1339.0,320.03,51.5,1.2,15.2,4.8,17.5,20.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,171,Textured soy protein,(TSP),0.88,730,730,,,,
soy protein powder,soy protein powder,F009147,Textured vegetable protein/soy granules,0.6,per_100_g,1339.0,320.03,51.5,1.2,15.2,4.8,17.5,20.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,171,Textured soy protein,(TSP),0.88,730,730,,,,
soy sauce,soy sauce,F008065,"Sauce, soy, commercial",1.0,per_100_ml,219.0,52.34,7.2,0.0,3.4,2.3,0.0,5880.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,360,Soy sauce or teriyaki sauce,,0.93,1095,1095,,,,
soy sausage,soy sausage,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soy sour cream,soy sour cream,F003269,"Cream, sour, regular fat",0.667,per_100_ml,1386.0,331.26,1.9,35.6,2.0,2.0,0.0,19.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,29,Sour cream,,0.88,,,,,,
soy whip,soy whip,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soy yogurt,soy yogurt,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soya flour,soya flour,F004002,"Flour, soya (soy)",0.917,per_100_g,1543.0,368.79,49.8,8.9,14.6,9.3,16.0,9.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soya granules,soya granule,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soya margarine,soya margarine,,,,,,,,,,,,,Oils and fats,2026-02-01,99.68,1.01,-1.19,,,,,,,,,,
soya milk,soya milk,,,,,,,,,,,,,Milk,2026-02-01,100.54,-0.82,3.66,,,,,,,,,,
soya oil,soya oil,,,,,,,,,,,,,Oils and fats,2026-02-01,99.68,1.01,-1.19,,,,,,,,,,
soya sauce,soya sauce,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soyabean nuggets,soyabean nugget,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soyaki,soyaki,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soybean flour,soybean flour,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soybean oil,soybean oil,F006188,"Oil, soybean",1.0,per_100_g,3700.0,884.32,0.0,100.0,0.0,0.0,0.0,0.0,Oils and fats,2026-02-01,99.68,1.01,-1.19,,,,,,,,,,
soybean paste,soybean paste,F005702,"Paste, soybean",1.0,per_100_g,766.0,183.08,12.9,5.1,19.7,10.4,4.3,3800.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soybeans,soybean,F006188,"Oil, soybean",0.875,per_100_g,3700.0,884.32,0.0,100.0,0.0,0.0,0.0,0.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,273,Beans and peas,"green, fava, lima, soybean, wax, snow, sugar snap",0.93,,,3,5,240,240
soymilk,soymilk,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soymilk lite,soymilk lite,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
soymilk powder,soymilk powder,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spaetzle noodles,spaetzle noodle,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spaghetti,spaghetti,F008737,"Spaghetti in tomato & cheese sauce, canned",0.812,per_100_g,227.0,54.25,2.5,0.0,10.7,4.0,0.8,330.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,358,Sauce mixes,"nondairy (spaghetti, taco, etc.)",0.93,730,730,,,,
spaghetti in tomato sauce,spaghetti tomato sauce,F008737,"Spaghetti in tomato & cheese sauce, canned",0.938,per_100_g,227.0,54.25,2.5,0.0,10.7,4.0,0.8,330.0,Vegetables,2026-02-01,100.19,-1.55,0.49,599,Tomato sauce,"spaghetti, pizza",0.938,,,,,,
spaghetti noodles,spaghetti noodle,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
spaghetti sauce,spaghetti sauce,F008737,"Spaghetti in tomato & cheese sauce, canned",0.875,per_100_g,227.0,54.25,2.5,0.0,10.7,4.0,0.8,330.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,359,Spaghetti sauce,in jars,1.0,540,540,,,,
spaghetti sauce mix,spaghetti sauce mix,F008737,"Spaghetti in tomato & cheese sauce, canned",0.625,per_100_g,227.0,54.25,2.5,0.0,10.7,4.0,0.8,330.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,358,Sauce mixes,"nondairy (spaghetti, taco, etc.)",0.88,730,730,,,,
spaghetti sauce seasoning with mushroom flavors,spaghetti sauce seasoning mushroom flavor,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,359,Spaghetti sauce,in jars,0.88,540,540,,,,
spaghetti sauce with meat,spaghetti sauce meat,F008737,"Spaghetti in tomato & cheese sauce, canned",0.625,per_100_g,227.0,54.25,2.5,0.0,10.7,4.0,0.8,330.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,359,Spaghetti sauce,in jars,0.88,540,540,,,,
spaghetti sauce with mushrooms,spaghetti sauce mushroom,F008737,"Spaghetti in tomato & cheese sauce, canned",0.625,per_100_g,227.0,54.25,2.5,0.0,10.7,4.0,0.8,330.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,359,Spaghetti sauce,in jars,0.88,540,540,,,,
